id,category,name,price,emotion,weather,image,restaurant_id
215,일식,우동,5500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,10
216,일식,파우동,6000,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,10
217,일식,얼큰파우동,6500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,10
218,일식,로제우동,6500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,10
219,카레,카레라이스,5900,적당,맑음,NULL,10
220,한식,데리장조림덮밥,6500,적당,맑음,NULL,10
221,한식,고추장장조림비빔밥,6500,적당,맑음,NULL,10
222,한식,불냉면,6500,"적당,피곤,스트레스",맑음,NULL,10
223,일식,냉모밀,5500,"적당,기쁨",맑음,NULL,10
224,한식,닭갈비주먹밥,3000,적당,맑음,"menu/Restaurant object (11)/닭갈비주먹밥.png",11
225,한식,김치볶음주먹밥,3000,적당,맑음,"menu/Restaurant object (11)/김치볶음주먹밥.png",11
